stat_date,is_trade,next_trade_date,last_trade_date,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank
20211130,1,20211201,20211129,0,1,0,0,7562
20211201,1,20211202,20211130,0,0,0,0,7563
20211202,1,20211203,20211201,0,0,0,0,7564
20211203,1,20211206,20211202,1,0,0,0,7565
20211204,0,20211206,20211203,0,0,0,0,0
20211205,0,20211206,20211203,0,0,0,0,0
20211206,1,20211207,20211203,0,0,0,0,7566
20211207,1,20211208,20211206,0,0,0,0,7567
20211208,1,20211209,20211207,0,0,0,0,7568
20211209,1,20211210,20211208,0,0,0,0,7569
20211210,1,20211213,20211209,1,0,0,0,7570
20211211,0,20211213,20211210,0,0,0,0,0
20211212,0,20211213,20211210,0,0,0,0,0
20211213,1,20211214,20211210,0,0,0,0,7571
20211214,1,20211215,20211213,0,0,0,0,7572
20211215,1,20211216,20211214,0,0,0,0,7573
20211216,1,20211217,20211215,0,0,0,0,7574
20211217,1,20211220,20211216,1,0,0,0,7575
20211218,0,20211220,20211217,0,0,0,0,0
20211219,0,20211220,20211217,0,0,0,0,0
20211220,1,20211221,20211217,0,0,0,0,7576
20211221,1,20211222,20211220,0,0,0,0,7577
20211222,1,20211223,20211221,0,0,0,0,7578
20211223,1,20211224,20211222,0,0,0,0,7579
20211224,1,20211227,20211223,1,0,0,0,7580
20211225,0,20211227,20211224,0,0,0,0,0
20211226,0,20211227,20211224,0,0,0,0,0
20211227,1,20211228,20211224,0,0,0,0,7581
20211228,1,20211229,20211227,0,0,0,0,7582
20211229,1,20211230,20211228,0,0,0,0,7583
20211230,1,20211231,20211229,0,0,0,0,7584
20211231,1,20220104,20211230,1,1,1,1,7585
20220101,0,20220104,20211231,0,0,0,0,0
20220102,0,20220104,20211231,0,0,0,0,0
20220103,0,20220104,20211231,0,0,0,0,0
20220104,1,20220105,20211231,0,0,0,0,7586
20220105,1,20220106,20220104,0,0,0,0,7587
20220106,1,20220107,20220105,0,0,0,0,7588
20220107,1,20220110,20220106,1,0,0,0,7589
20220108,0,20220110,20220107,0,0,0,0,0
20220109,0,20220110,20220107,0,0,0,0,0
20220110,1,20220111,20220107,0,0,0,0,7590
20220111,1,20220112,20220110,0,0,0,0,7591
20220112,1,20220113,20220111,0,0,0,0,7592
20220113,1,20220114,20220112,0,0,0,0,7593
20220114,1,20220117,20220113,1,0,0,0,7594
20220115,0,20220117,20220114,0,0,0,0,0
20220116,0,20220117,20220114,0,0,0,0,0
20220117,1,20220118,20220114,0,0,0,0,7595
20220118,1,20220119,20220117,0,0,0,0,7596
20220119,1,20220120,20220118,0,0,0,0,7597
20220120,1,20220121,20220119,0,0,0,0,7598
20220121,1,20220124,20220120,1,0,0,0,7599
20220122,0,20220124,20220121,0,0,0,0,0
20220123,0,20220124,20220121,0,0,0,0,0
20220124,1,20220125,20220121,0,0,0,0,7600
20220125,1,20220126,20220124,0,0,0,0,7601
20220126,1,20220127,20220125,0,0,0,0,7602
20220127,1,20220128,20220126,0,0,0,0,7603
20220128,1,20220207,20220127,1,1,0,0,7604
20220129,0,20220207,20220128,0,0,0,0,0
20220130,0,20220207,20220128,0,0,0,0,0
20220131,0,20220207,20220128,0,0,0,0,0
20220201,0,20220207,20220128,0,0,0,0,0
20220202,0,20220207,20220128,0,0,0,0,0
20220203,0,20220207,20220128,0,0,0,0,0
20220204,0,20220207,20220128,0,0,0,0,0
20220205,0,20220207,20220128,0,0,0,0,0
20220206,0,20220207,20220128,0,0,0,0,0
20220207,1,20220208,20220128,0,0,0,0,7605
20220208,1,20220209,20220207,0,0,0,0,7606
20220209,1,20220210,20220208,0,0,0,0,7607
20220210,1,20220211,20220209,0,0,0,0,7608
20220211,1,20220214,20220210,1,0,0,0,7609
20220212,0,20220214,20220211,0,0,0,0,0
20220213,0,20220214,20220211,0,0,0,0,0
20220214,1,20220215,20220211,0,0,0,0,7610
20220215,1,20220216,20220214,0,0,0,0,7611
20220216,1,20220217,20220215,0,0,0,0,7612
20220217,1,20220218,20220216,0,0,0,0,7613
20220218,1,20220221,20220217,1,0,0,0,7614
20220219,0,20220221,20220218,0,0,0,0,0
20220220,0,20220221,20220218,0,0,0,0,0
20220221,1,20220222,20220218,0,0,0,0,7615
20220222,1,20220223,20220221,0,0,0,0,7616
20220223,1,20220224,20220222,0,0,0,0,7617
20220224,1,20220225,20220223,0,0,0,0,7618
20220225,1,20220228,20220224,1,0,0,0,7619
20220226,0,20220228,20220225,0,0,0,0,0
20220227,0,20220228,20220225,0,0,0,0,0
20220228,1,20220301,20220225,0,1,0,0,7620
20220301,1,20220302,20220228,0,0,0,0,7621
20220302,1,20220303,20220301,0,0,0,0,7622
20220303,1,20220304,20220302,0,0,0,0,7623
20220304,1,20220307,20220303,1,0,0,0,7624
20220305,0,20220307,20220304,0,0,0,0,0
20220306,0,20220307,20220304,0,0,0,0,0
20220307,1,20220308,20220304,0,0,0,0,7625
20220308,1,20220309,20220307,0,0,0,0,7626
20220309,1,20220310,20220308,0,0,0,0,7627
20220310,1,20220311,20220309,0,0,0,0,7628
20220311,1,20220314,20220310,1,0,0,0,7629
20220312,0,20220314,20220311,0,0,0,0,0
20220313,0,20220314,20220311,0,0,0,0,0
20220314,1,20220315,20220311,0,0,0,0,7630
20220315,1,20220316,20220314,0,0,0,0,7631
20220316,1,20220317,20220315,0,0,0,0,7632
20220317,1,20220318,20220316,0,0,0,0,7633
20220318,1,20220321,20220317,1,0,0,0,7634
20220319,0,20220321,20220318,0,0,0,0,0
20220320,0,20220321,20220318,0,0,0,0,0
20220321,1,20220322,20220318,0,0,0,0,7635
20220322,1,20220323,20220321,0,0,0,0,7636
20220323,1,20220324,20220322,0,0,0,0,7637
20220324,1,20220325,20220323,0,0,0,0,7638
20220325,1,20220328,20220324,1,0,0,0,7639
20220326,0,20220328,20220325,0,0,0,0,0
20220327,0,20220328,20220325,0,0,0,0,0
20220328,1,20220329,20220325,0,0,0,0,7640
20220329,1,20220330,20220328,0,0,0,0,7641
20220330,1,20220331,20220329,0,0,0,0,7642
20220331,1,20220401,20220330,0,1,1,0,7643
20220401,1,20220406,20220331,1,0,0,0,7644
20220402,0,20220406,20220401,0,0,0,0,0
20220403,0,20220406,20220401,0,0,0,0,0
20220404,0,20220406,20220401,0,0,0,0,0
20220405,0,20220406,20220401,0,0,0,0,0
20220406,1,20220407,20220401,0,0,0,0,7645
20220407,1,20220408,20220406,0,0,0,0,7646
20220408,1,20220411,20220407,1,0,0,0,7647
20220409,0,20220411,20220408,0,0,0,0,0
20220410,0,20220411,20220408,0,0,0,0,0
20220411,1,20220412,20220408,0,0,0,0,7648
20220412,1,20220413,20220411,0,0,0,0,7649
20220413,1,20220414,20220412,0,0,0,0,7650
20220414,1,20220415,20220413,0,0,0,0,7651
20220415,1,20220418,20220414,1,0,0,0,7652
20220416,0,20220418,20220415,0,0,0,0,0
20220417,0,20220418,20220415,0,0,0,0,0
20220418,1,20220419,20220415,0,0,0,0,7653
20220419,1,20220420,20220418,0,0,0,0,7654
20220420,1,20220421,20220419,0,0,0,0,7655
20220421,1,20220422,20220420,0,0,0,0,7656
20220422,1,20220425,20220421,1,0,0,0,7657
20220423,0,20220425,20220422,0,0,0,0,0
20220424,0,20220425,20220422,0,0,0,0,0
20220425,1,20220426,20220422,0,0,0,0,7658
20220426,1,20220427,20220425,0,0,0,0,7659
20220427,1,20220428,20220426,0,0,0,0,7660
20220428,1,20220429,20220427,0,0,0,0,7661
20220429,1,20220505,20220428,1,1,0,0,7662
20220430,0,20220505,20220429,0,0,0,0,0
20220501,0,20220505,20220429,0,0,0,0,0
20220502,0,20220505,20220429,0,0,0,0,0
20220503,0,20220505,20220429,0,0,0,0,0
20220504,0,20220505,20220429,0,0,0,0,0
20220505,1,20220506,20220429,0,0,0,0,7663
20220506,1,20220509,20220505,1,0,0,0,7664
20220507,0,20220509,20220506,0,0,0,0,0
20220508,0,20220509,20220506,0,0,0,0,0
20220509,1,20220510,20220506,0,0,0,0,7665
20220510,1,20220511,20220509,0,0,0,0,7666
20220511,1,20220512,20220510,0,0,0,0,7667
20220512,1,20220513,20220511,0,0,0,0,7668
20220513,1,20220516,20220512,1,0,0,0,7669
20220514,0,20220516,20220513,0,0,0,0,0
20220515,0,20220516,20220513,0,0,0,0,0
20220516,1,20220517,20220513,0,0,0,0,7670
20220517,1,20220518,20220516,0,0,0,0,7671
20220518,1,20220519,20220517,0,0,0,0,7672
20220519,1,20220520,20220518,0,0,0,0,7673
20220520,1,20220523,20220519,1,0,0,0,7674
20220521,0,20220523,20220520,0,0,0,0,0
20220522,0,20220523,20220520,0,0,0,0,0
20220523,1,20220524,20220520,0,0,0,0,7675
20220524,1,20220525,20220523,0,0,0,0,7676
20220525,1,20220526,20220524,0,0,0,0,7677
20220526,1,20220527,20220525,0,0,0,0,7678
20220527,1,20220530,20220526,1,0,0,0,7679
20220528,0,20220530,20220527,0,0,0,0,0
20220529,0,20220530,20220527,0,0,0,0,0
20220530,1,20220531,20220527,0,0,0,0,7680
20220531,1,20220601,20220530,0,1,0,0,7681
20220601,1,20220602,20220531,0,0,0,0,7682
20220602,1,20220606,20220601,1,0,0,0,7683
20220603,0,20220606,20220602,0,0,0,0,0
20220604,0,20220606,20220602,0,0,0,0,0
20220605,0,20220606,20220602,0,0,0,0,0
20220606,1,20220607,20220602,0,0,0,0,7684
20220607,1,20220608,20220606,0,0,0,0,7685
20220608,1,20220609,20220607,0,0,0,0,7686
20220609,1,20220610,20220608,0,0,0,0,7687
20220610,1,20220613,20220609,1,0,0,0,7688
20220611,0,20220613,20220610,0,0,0,0,0
20220612,0,20220613,20220610,0,0,0,0,0
20220613,1,20220614,20220610,0,0,0,0,7689
20220614,1,20220615,20220613,0,0,0,0,7690
20220615,1,20220616,20220614,0,0,0,0,7691
20220616,1,20220617,20220615,0,0,0,0,7692
20220617,1,20220620,20220616,1,0,0,0,7693
20220618,0,20220620,20220617,0,0,0,0,0
20220619,0,20220620,20220617,0,0,0,0,0
20220620,1,20220621,20220617,0,0,0,0,7694
20220621,1,20220622,20220620,0,0,0,0,7695
20220622,1,20220623,20220621,0,0,0,0,7696
20220623,1,20220624,20220622,0,0,0,0,7697
20220624,1,20220627,20220623,1,0,0,0,7698
20220625,0,20220627,20220624,0,0,0,0,0
20220626,0,20220627,20220624,0,0,0,0,0
20220627,1,20220628,20220624,0,0,0,0,7699
20220628,1,20220629,20220627,0,0,0,0,7700
20220629,1,20220630,20220628,0,0,0,0,7701
20220630,1,20220701,20220629,0,1,1,0,7702
20220701,1,20220704,20220630,1,0,0,0,7703
20220702,0,20220704,20220701,0,0,0,0,0
20220703,0,20220704,20220701,0,0,0,0,0
20220704,1,20220705,20220701,0,0,0,0,7704
20220705,1,20220706,20220704,0,0,0,0,7705
20220706,1,20220707,20220705,0,0,0,0,7706
20220707,1,20220708,20220706,0,0,0,0,7707
20220708,1,20220711,20220707,1,0,0,0,7708
20220709,0,20220711,20220708,0,0,0,0,0
20220710,0,20220711,20220708,0,0,0,0,0
20220711,1,20220712,20220708,0,0,0,0,7709
20220712,1,20220713,20220711,0,0,0,0,7710
20220713,1,20220714,20220712,0,0,0,0,7711
20220714,1,20220715,20220713,0,0,0,0,7712
20220715,1,20220718,20220714,1,0,0,0,7713
20220716,0,20220718,20220715,0,0,0,0,0
20220717,0,20220718,20220715,0,0,0,0,0
20220718,1,20220719,20220715,0,0,0,0,7714
20220719,1,20220720,20220718,0,0,0,0,7715
20220720,1,20220721,20220719,0,0,0,0,7716
20220721,1,20220722,20220720,0,0,0,0,7717
20220722,1,20220725,20220721,1,0,0,0,7718
20220723,0,20220725,20220722,0,0,0,0,0
20220724,0,20220725,20220722,0,0,0,0,0
20220725,1,20220726,20220722,0,0,0,0,7719
20220726,1,20220727,20220725,0,0,0,0,7720
20220727,1,20220728,20220726,0,0,0,0,7721
20220728,1,20220729,20220727,0,0,0,0,7722
20220729,1,20220801,20220728,1,1,0,0,7723
20220730,0,20220801,20220729,0,0,0,0,0
20220731,0,20220801,20220729,0,0,0,0,0
20220801,1,20220802,20220729,0,0,0,0,7724
20220802,1,20220803,20220801,0,0,0,0,7725
20220803,1,20220804,20220802,0,0,0,0,7726
20220804,1,20220805,20220803,0,0,0,0,7727
20220805,1,20220808,20220804,1,0,0,0,7728
20220806,0,20220808,20220805,0,0,0,0,0
20220807,0,20220808,20220805,0,0,0,0,0
20220808,1,20220809,20220805,0,0,0,0,7729
20220809,1,20220810,20220808,0,0,0,0,7730
20220810,1,20220811,20220809,0,0,0,0,7731
20220811,1,20220812,20220810,0,0,0,0,7732
20220812,1,20220815,20220811,1,0,0,0,7733
20220813,0,20220815,20220812,0,0,0,0,0
20220814,0,20220815,20220812,0,0,0,0,0
20220815,1,20220816,20220812,0,0,0,0,7734
20220816,1,20220817,20220815,0,0,0,0,7735
20220817,1,20220818,20220816,0,0,0,0,7736
20220818,1,20220819,20220817,0,0,0,0,7737
20220819,1,20220822,20220818,1,0,0,0,7738
20220820,0,20220822,20220819,0,0,0,0,0
20220821,0,20220822,20220819,0,0,0,0,0
20220822,1,20220823,20220819,0,0,0,0,7739
20220823,1,20220824,20220822,0,0,0,0,7740
20220824,1,20220825,20220823,0,0,0,0,7741
20220825,1,20220826,20220824,0,0,0,0,7742
20220826,1,20220829,20220825,1,0,0,0,7743
20220827,0,20220829,20220826,0,0,0,0,0
20220828,0,20220829,20220826,0,0,0,0,0
20220829,1,20220830,20220826,0,0,0,0,7744
20220830,1,20220831,20220829,0,0,0,0,7745
20220831,1,20220901,20220830,0,1,0,0,7746
20220901,1,20220902,20220831,0,0,0,0,7747
20220902,1,20220905,20220901,1,0,0,0,7748
20220903,0,20220905,20220902,0,0,0,0,0
20220904,0,20220905,20220902,0,0,0,0,0
20220905,1,20220906,20220902,0,0,0,0,7749
20220906,1,20220907,20220905,0,0,0,0,7750
20220907,1,20220908,20220906,0,0,0,0,7751
20220908,1,20220909,20220907,0,0,0,0,7752
20220909,1,20220913,20220908,1,0,0,0,7753
20220910,0,20220913,20220909,0,0,0,0,0
20220911,0,20220913,20220909,0,0,0,0,0
20220912,0,20220913,20220909,0,0,0,0,0
20220913,1,20220914,20220909,0,0,0,0,7754
20220914,1,20220915,20220913,0,0,0,0,7755
20220915,1,20220916,20220914,0,0,0,0,7756
20220916,1,20220919,20220915,1,0,0,0,7757
20220917,0,20220919,20220916,0,0,0,0,0
20220918,0,20220919,20220916,0,0,0,0,0
20220919,1,20220920,20220916,0,0,0,0,7758
20220920,1,20220921,20220919,0,0,0,0,7759
20220921,1,20220922,20220920,0,0,0,0,7760
20220922,1,20220923,20220921,0,0,0,0,7761
20220923,1,20220926,20220922,1,0,0,0,7762
20220924,0,20220926,20220923,0,0,0,0,0
20220925,0,20220926,20220923,0,0,0,0,0
20220926,1,20220927,20220923,0,0,0,0,7763
20220927,1,20220928,20220926,0,0,0,0,7764
20220928,1,20220929,20220927,0,0,0,0,7765
20220929,1,20220930,20220928,0,0,0,0,7766
20220930,1,20221010,20220929,1,1,1,0,7767
20221001,0,20221010,20220930,0,0,0,0,0
20221002,0,20221010,20220930,0,0,0,0,0
20221003,0,20221010,20220930,0,0,0,0,0
20221004,0,20221010,20220930,0,0,0,0,0
20221005,0,20221010,20220930,0,0,0,0,0
20221006,0,20221010,20220930,0,0,0,0,0
20221007,0,20221010,20220930,0,0,0,0,0
20221008,0,20221010,20220930,0,0,0,0,0
20221009,0,20221010,20220930,0,0,0,0,0
20221010,1,20221011,20220930,0,0,0,0,7768
20221011,1,20221012,20221010,0,0,0,0,7769
20221012,1,20221013,20221011,0,0,0,0,7770
20221013,1,20221014,20221012,0,0,0,0,7771
20221014,1,20221017,20221013,1,0,0,0,7772
20221015,0,20221017,20221014,0,0,0,0,0
20221016,0,20221017,20221014,0,0,0,0,0
20221017,1,20221018,20221014,0,0,0,0,7773
20221018,1,20221019,20221017,0,0,0,0,7774
20221019,1,20221020,20221018,0,0,0,0,7775
20221020,1,20221021,20221019,0,0,0,0,7776
20221021,1,20221024,20221020,1,0,0,0,7777
20221022,0,20221024,20221021,0,0,0,0,0
20221023,0,20221024,20221021,0,0,0,0,0
20221024,1,20221025,20221021,0,0,0,0,7778
20221025,1,20221026,20221024,0,0,0,0,7779
20221026,1,20221027,20221025,0,0,0,0,7780
20221027,1,20221028,20221026,0,0,0,0,7781
20221028,1,20221031,20221027,1,0,0,0,7782
20221029,0,20221031,20221028,0,0,0,0,0
20221030,0,20221031,20221028,0,0,0,0,0
20221031,1,20221101,20221028,0,1,0,0,7783
20221101,1,20221102,20221031,0,0,0,0,7784
20221102,1,20221103,20221101,0,0,0,0,7785
20221103,1,20221104,20221102,0,0,0,0,7786
20221104,1,20221107,20221103,1,0,0,0,7787
20221105,0,20221107,20221104,0,0,0,0,0
20221106,0,20221107,20221104,0,0,0,0,0
20221107,1,20221108,20221104,0,0,0,0,7788
20221108,1,20221109,20221107,0,0,0,0,7789
20221109,1,20221110,20221108,0,0,0,0,7790
20221110,1,20221111,20221109,0,0,0,0,7791
20221111,1,20221114,20221110,1,0,0,0,7792
20221112,0,20221114,20221111,0,0,0,0,0
20221113,0,20221114,20221111,0,0,0,0,0
20221114,1,20221115,20221111,0,0,0,0,7793
20221115,1,20221116,20221114,0,0,0,0,7794
20221116,1,20221117,20221115,0,0,0,0,7795
20221117,1,20221118,20221116,0,0,0,0,7796
20221118,1,20221121,20221117,1,0,0,0,7797
20221119,0,20221121,20221118,0,0,0,0,0
20221120,0,20221121,20221118,0,0,0,0,0
20221121,1,20221122,20221118,0,0,0,0,7798
20221122,1,20221123,20221121,0,0,0,0,7799
20221123,1,20221124,20221122,0,0,0,0,7800
20221124,1,20221125,20221123,0,0,0,0,7801
20221125,1,20221128,20221124,1,0,0,0,7802
20221126,0,20221128,20221125,0,0,0,0,0
20221127,0,20221128,20221125,0,0,0,0,0
20221128,1,20221129,20221125,0,0,0,0,7803
20221129,1,20221130,20221128,0,0,0,0,7804
20221130,1,20221201,20221129,0,1,0,0,7805
20221201,1,20221202,20221130,0,0,0,0,7806
20221202,1,20221205,20221201,1,0,0,0,7807
20221203,0,20221205,20221202,0,0,0,0,0
20221204,0,20221205,20221202,0,0,0,0,0
20221205,1,20221206,20221202,0,0,0,0,7808
20221206,1,20221207,20221205,0,0,0,0,7809
20221207,1,20221208,20221206,0,0,0,0,7810
20221208,1,20221209,20221207,0,0,0,0,7811
20221209,1,20221212,20221208,1,0,0,0,7812
20221210,0,20221212,20221209,0,0,0,0,0
20221211,0,20221212,20221209,0,0,0,0,0
20221212,1,20221213,20221209,0,0,0,0,7813
20221213,1,20221214,20221212,0,0,0,0,7814
20221214,1,20221215,20221213,0,0,0,0,7815
20221215,1,20221216,20221214,0,0,0,0,7816
20221216,1,20221219,20221215,1,0,0,0,7817
20221217,0,20221219,20221216,0,0,0,0,0
20221218,0,20221219,20221216,0,0,0,0,0
20221219,1,20221220,20221216,0,0,0,0,7818
20221220,1,20221221,20221219,0,0,0,0,7819
20221221,1,20221222,20221220,0,0,0,0,7820
20221222,1,20221223,20221221,0,0,0,0,7821
20221223,1,20221226,20221222,1,0,0,0,7822
20221224,0,20221226,20221223,0,0,0,0,0
20221225,0,20221226,20221223,0,0,0,0,0
20221226,1,20221227,20221223,0,0,0,0,7823
20221227,1,20221228,20221226,0,0,0,0,7824
20221228,1,20221229,20221227,0,0,0,0,7825
20221229,1,20221230,20221228,0,0,0,0,7826
20221230,1,20230103,20221229,1,1,1,1,7827
20221231,0,20230103,20221230,0,0,0,0,0
